530516	-132629	-132629	-265258	0	0	0	0	0	0	
-132629	530516	-265258	-132629	0	0	0	0	0	0	
-132629	-265258	1.0743e+06	-179049	-225470	-271890	0	0	0	0	
-265258	-132629	-179049	1.0743e+06	-271890	-225470	0	0	0	0	
0	0	-225470	-271890	3.22289e+06	1.25335e+06	-2.63932e+06	-1.33955e+06	0	0	
0	0	-271890	-225470	1.25335e+06	3.22289e+06	-1.33955e+06	-2.63932e+06	0	0	
0	0	0	0	-2.63932e+06	-1.33955e+06	5.35822e+06	2.59953e+06	-2.63932e+06	-1.33955e+06	
0	0	0	0	-1.33955e+06	-2.63932e+06	2.59953e+06	5.35822e+06	-1.33955e+06	-2.63932e+06	
0	0	0	0	0	0	-2.63932e+06	-1.33955e+06	2.67911e+06	1.29977e+06	
0	0	0	0	0	0	-1.33955e+06	-2.63932e+06	1.29977e+06	2.67911e+06	
