530516	-53364.6	-132629	-26682.3	-132629	-26682.3	-265258	-13341.2	0	0	0	0	0	0	0	0	0	0	0	0	
53364.6	530516	26682.3	-132629	26682.3	-132629	13341.2	-265258	0	0	0	0	0	0	0	0	0	0	0	0	
-132629	-26682.3	530516	-53364.6	-265258	-13341.2	-132629	-26682.3	0	0	0	0	0	0	0	0	0	0	0	0	
26682.3	-132629	53364.6	530516	13341.2	-265258	26682.3	-132629	0	0	0	0	0	0	0	0	0	0	0	0	
-132629	-26682.3	-265258	-13341.2	1.0743e+06	-113167	-179049	-56583.7	-225470	-29901.4	-271890	-14950.7	0	0	0	0	0	0	0	0	
26682.3	-132629	13341.2	-265258	113167	1.0743e+06	56583.7	-179049	29901.4	-225470	14950.7	-271890	0	0	0	0	0	0	0	0	
-265258	-13341.2	-132629	-26682.3	-179049	-56583.7	1.0743e+06	-113167	-271890	-14950.7	-225470	-29901.4	0	0	0	0	0	0	0	0	
13341.2	-265258	26682.3	-132629	56583.7	-179049	113167	1.0743e+06	14950.7	-271890	29901.4	-225470	0	0	0	0	0	0	0	0	
0	0	0	0	-225470	-29901.4	-271890	-14950.7	3.22289e+06	-65907.9	1.25335e+06	-32953.9	-2.63932e+06	-3052.57	-1.33955e+06	-1526.29	0	0	0	0	
0	0	0	0	29901.4	-225470	14950.7	-271890	65907.9	3.22289e+06	32953.9	1.25335e+06	3052.57	-2.63932e+06	1526.29	-1.33955e+06	0	0	0	0	
0	0	0	0	-271890	-14950.7	-225470	-29901.4	1.25335e+06	-32953.9	3.22289e+06	-65907.9	-1.33955e+06	-1526.29	-2.63932e+06	-3052.57	0	0	0	0	
0	0	0	0	14950.7	-271890	29901.4	-225470	32953.9	1.25335e+06	65907.9	3.22289e+06	1526.29	-1.33955e+06	3052.57	-2.63932e+06	0	0	0	0	
0	0	0	0	0	0	0	0	-2.63932e+06	-3052.57	-1.33955e+06	-1526.29	5.35822e+06	-14503.4	2.59953e+06	-7251.68	-2.63932e+06	-4199.11	-1.33955e+06	-2099.56	
0	0	0	0	0	0	0	0	3052.57	-2.63932e+06	1526.29	-1.33955e+06	14503.4	5.35822e+06	7251.68	2.59953e+06	4199.11	-2.63932e+06	2099.56	-1.33955e+06	
0	0	0	0	0	0	0	0	-1.33955e+06	-1526.29	-2.63932e+06	-3052.57	2.59953e+06	-7251.68	5.35822e+06	-14503.4	-1.33955e+06	-2099.56	-2.63932e+06	-4199.11	
0	0	0	0	0	0	0	0	1526.29	-1.33955e+06	3052.57	-2.63932e+06	7251.68	2.59953e+06	14503.4	5.35822e+06	2099.56	-1.33955e+06	4199.11	-2.63932e+06	
0	0	0	0	0	0	0	0	0	0	0	0	-2.63932e+06	-4199.11	-1.33955e+06	-2099.56	2.67911e+06	-8398.22	1.29977e+06	-4199.11	
0	0	0	0	0	0	0	0	0	0	0	0	4199.11	-2.63932e+06	2099.56	-1.33955e+06	8398.22	2.67911e+06	4199.11	1.29977e+06	
0	0	0	0	0	0	0	0	0	0	0	0	-1.33955e+06	-2099.56	-2.63932e+06	-4199.11	1.29977e+06	-4199.11	2.67911e+06	-8398.22	
0	0	0	0	0	0	0	0	0	0	0	0	2099.56	-1.33955e+06	4199.11	-2.63932e+06	4199.11	1.29977e+06	8398.22	2.67911e+06	
